filename,label
html_clean/116116.txt,1
html_clean/118864.txt,1
html_clean/025310.txt,0
html_clean/128027.txt,1
html_clean/018850.txt,0
html_clean/131225.txt,1
html_clean/041635.txt,0
html_clean/015316.txt,0
html_clean/134143.txt,1
html_clean/024032.txt,0
html_clean/132527.txt,1
html_clean/000355.txt,0
html_clean/131242.txt,1
html_clean/123927.txt,1
html_clean/131987.txt,1
html_clean/093813.txt,0
html_clean/021895.txt,0
html_clean/072952.txt,0
html_clean/056668.txt,0
html_clean/016962.txt,0
html_clean/145703.txt,1
html_clean/033140.txt,0
html_clean/027263.txt,0
html_clean/003207.txt,0
html_clean/012520.txt,0
html_clean/112837.txt,1
html_clean/004508.txt,0
html_clean/006268.txt,0
html_clean/019958.txt,0
html_clean/143281.txt,1
html_clean/010111.txt,0
html_clean/125979.txt,1
html_clean/129336.txt,1
html_clean/110030.txt,1
html_clean/006843.txt,0
html_clean/008957.txt,0
html_clean/141920.txt,1
html_clean/139034.txt,1
html_clean/032191.txt,0
html_clean/094135.txt,0
html_clean/117834.txt,1
html_clean/138233.txt,1
html_clean/126925.txt,1
html_clean/005557.txt,0
html_clean/056916.txt,0
html_clean/031181.txt,0
html_clean/006065.txt,0
html_clean/004301.txt,0
html_clean/010616.txt,0
html_clean/133858.txt,1
html_clean/003783.txt,0
html_clean/109188.txt,1
html_clean/133143.txt,1
html_clean/027171.txt,0
html_clean/134777.txt,1
html_clean/121024.txt,1
html_clean/010914.txt,0
html_clean/034533.txt,0
html_clean/017033.txt,0
html_clean/129717.txt,1
html_clean/128568.txt,1
html_clean/117437.txt,1
html_clean/024578.txt,0
html_clean/140937.txt,1
html_clean/055993.txt,0
html_clean/116187.txt,1
html_clean/079273.txt,0
html_clean/008223.txt,0
html_clean/135223.txt,1
html_clean/139149.txt,1
html_clean/103818.txt,1
html_clean/135205.txt,1
html_clean/125618.txt,1
html_clean/113604.txt,1
html_clean/127517.txt,1
html_clean/140173.txt,1
html_clean/051601.txt,0
html_clean/133546.txt,1
html_clean/113535.txt,1
html_clean/067972.txt,0
html_clean/115100.txt,1
html_clean/116913.txt,1
html_clean/093809.txt,0
html_clean/013017.txt,0
html_clean/038954.txt,0
html_clean/025439.txt,0
html_clean/133879.txt,1
html_clean/005477.txt,0
html_clean/129401.txt,1
html_clean/138932.txt,1
html_clean/135696.txt,1
html_clean/117339.txt,1
html_clean/098445.txt,0
