filename,label
html_clean/055536.txt,0
html_clean/064133.txt,0
html_clean/122974.txt,1
html_clean/032351.txt,0
html_clean/137378.txt,1
html_clean/025709.txt,0
html_clean/127426.txt,1
html_clean/029518.txt,0
html_clean/067699.txt,0
html_clean/123971.txt,1
html_clean/130175.txt,1
html_clean/125902.txt,1
html_clean/001332.txt,0
html_clean/028921.txt,0
html_clean/128781.txt,1
html_clean/010227.txt,0
html_clean/032157.txt,0
html_clean/148177.txt,1
html_clean/132226.txt,1
html_clean/088559.txt,0
html_clean/140561.txt,1
html_clean/124465.txt,1
html_clean/005956.txt,0
html_clean/126605.txt,1
html_clean/037559.txt,0
html_clean/014645.txt,0
html_clean/012226.txt,0
html_clean/006688.txt,0
html_clean/005458.txt,0
html_clean/038101.txt,0
html_clean/130598.txt,1
html_clean/008530.txt,0
html_clean/034399.txt,0
html_clean/116139.txt,1
html_clean/013059.txt,0
html_clean/017829.txt,0
html_clean/128401.txt,1
html_clean/105347.txt,1
html_clean/006329.txt,0
html_clean/003463.txt,0
html_clean/129951.txt,1
html_clean/032921.txt,0
html_clean/121723.txt,1
html_clean/022024.txt,0
html_clean/025462.txt,0
html_clean/026778.txt,0
html_clean/015487.txt,0
html_clean/122575.txt,1
html_clean/147353.txt,1
html_clean/030830.txt,0
html_clean/134699.txt,1
html_clean/022801.txt,0
html_clean/143828.txt,1
html_clean/023283.txt,0
html_clean/122834.txt,1
html_clean/121256.txt,1
html_clean/121391.txt,1
html_clean/008577.txt,0
html_clean/006438.txt,0
html_clean/138447.txt,1
html_clean/124241.txt,1
html_clean/005798.txt,0
html_clean/143018.txt,1
html_clean/032395.txt,0
html_clean/068504.txt,0
html_clean/006590.txt,0
html_clean/067572.txt,0
html_clean/134744.txt,1
html_clean/024859.txt,0
html_clean/092849.txt,0
html_clean/107730.txt,1
html_clean/019853.txt,0
html_clean/021498.txt,0
html_clean/020705.txt,0
html_clean/097114.txt,0
html_clean/047188.txt,0
html_clean/030218.txt,0
html_clean/082571.txt,0
html_clean/024070.txt,0
html_clean/007127.txt,0
html_clean/120309.txt,1
html_clean/054063.txt,0
html_clean/041167.txt,0
html_clean/028167.txt,0
html_clean/138409.txt,1
html_clean/061148.txt,0
html_clean/004805.txt,0
html_clean/015738.txt,0
html_clean/004754.txt,0
html_clean/112969.txt,1
html_clean/045473.txt,0
html_clean/103091.txt,1
html_clean/001413.txt,0
html_clean/021371.txt,0
html_clean/033042.txt,0
html_clean/025209.txt,0
html_clean/132673.txt,1
html_clean/123725.txt,1
html_clean/061146.txt,0
html_clean/119003.txt,1
html_clean/129478.txt,1
html_clean/003050.txt,0
html_clean/138303.txt,1
html_clean/135390.txt,1
html_clean/122450.txt,1
html_clean/115141.txt,1
html_clean/028098.txt,0
html_clean/140065.txt,1
html_clean/020646.txt,0
html_clean/010114.txt,0
html_clean/012480.txt,0
html_clean/008305.txt,0
html_clean/139399.txt,1
html_clean/137947.txt,1
html_clean/061143.txt,0
html_clean/025602.txt,0
html_clean/028768.txt,0
html_clean/126747.txt,1
html_clean/027136.txt,0
html_clean/023813.txt,0
html_clean/066540.txt,0
html_clean/145078.txt,1
html_clean/125392.txt,1
html_clean/012404.txt,0
html_clean/034780.txt,0
html_clean/129857.txt,1
html_clean/134642.txt,1
html_clean/003338.txt,0
html_clean/030197.txt,0
html_clean/022632.txt,0
html_clean/024085.txt,0
html_clean/018617.txt,0
html_clean/042088.txt,0
html_clean/008870.txt,0
html_clean/116464.txt,1
html_clean/028925.txt,0
html_clean/012693.txt,0
html_clean/013926.txt,0
html_clean/067125.txt,0
html_clean/133517.txt,1
html_clean/001855.txt,0
html_clean/016252.txt,0
html_clean/017594.txt,0
html_clean/012892.txt,0
html_clean/148504.txt,1
html_clean/121186.txt,1
html_clean/123700.txt,1
html_clean/133599.txt,1
html_clean/132147.txt,1
html_clean/127157.txt,1
html_clean/139467.txt,1
html_clean/034235.txt,0
