filename,label
html_clean/013057.txt,0
html_clean/006985.txt,0
html_clean/141827.txt,1
html_clean/145382.txt,1
html_clean/078637.txt,0
html_clean/039188.txt,0
html_clean/138563.txt,1
html_clean/098176.txt,0
html_clean/118637.txt,1
html_clean/021464.txt,0
html_clean/007086.txt,0
html_clean/111958.txt,1
html_clean/121806.txt,1
html_clean/007229.txt,0
html_clean/051822.txt,0
html_clean/029730.txt,0
html_clean/138782.txt,1
html_clean/004822.txt,0
html_clean/123133.txt,1
html_clean/040496.txt,0
html_clean/013408.txt,0
html_clean/118663.txt,1
html_clean/018475.txt,0
html_clean/120926.txt,1
html_clean/113692.txt,1
html_clean/020038.txt,0
html_clean/124786.txt,1
html_clean/122111.txt,1
html_clean/104322.txt,1
html_clean/111867.txt,1
html_clean/013717.txt,0
html_clean/067410.txt,0
html_clean/144021.txt,1
html_clean/109188.txt,1
html_clean/076060.txt,0
html_clean/142874.txt,1
html_clean/058689.txt,0
html_clean/144877.txt,1
html_clean/012571.txt,0
html_clean/136784.txt,1
html_clean/041155.txt,0
html_clean/127271.txt,1
html_clean/116666.txt,1
html_clean/114860.txt,1
html_clean/037375.txt,0
html_clean/023734.txt,0
html_clean/124271.txt,1
html_clean/040789.txt,0
html_clean/142644.txt,1
html_clean/133492.txt,1
html_clean/003705.txt,0
html_clean/006317.txt,0
html_clean/127734.txt,1
html_clean/116794.txt,1
html_clean/137579.txt,1
html_clean/043153.txt,0
html_clean/003287.txt,0
html_clean/139953.txt,1
html_clean/027108.txt,0
html_clean/015156.txt,0
html_clean/065492.txt,0
html_clean/129061.txt,1
html_clean/131363.txt,1
html_clean/035766.txt,0
html_clean/137492.txt,1
html_clean/113439.txt,1
html_clean/030129.txt,0
html_clean/120774.txt,1
html_clean/041551.txt,0
html_clean/136739.txt,1
html_clean/142534.txt,1
html_clean/012928.txt,0
html_clean/019958.txt,0
html_clean/004112.txt,0
html_clean/010501.txt,0
html_clean/020140.txt,0
html_clean/126813.txt,1
html_clean/134611.txt,1
html_clean/110335.txt,1
html_clean/030763.txt,0
html_clean/141447.txt,1
html_clean/025843.txt,0
html_clean/002111.txt,0
html_clean/147943.txt,1
html_clean/034915.txt,0
html_clean/130367.txt,1
html_clean/036042.txt,0
html_clean/124439.txt,1
html_clean/078504.txt,0
html_clean/117526.txt,1
html_clean/132511.txt,1
html_clean/010967.txt,0
html_clean/114065.txt,1
html_clean/145765.txt,1
html_clean/003974.txt,0
html_clean/071430.txt,0
html_clean/122799.txt,1
html_clean/139263.txt,1
html_clean/003136.txt,0
html_clean/113308.txt,1
html_clean/014760.txt,0
html_clean/139436.txt,1
html_clean/148949.txt,1
html_clean/135702.txt,1
html_clean/047495.txt,0
html_clean/137753.txt,1
html_clean/130304.txt,1
html_clean/069132.txt,0
html_clean/069124.txt,0
html_clean/017897.txt,0
html_clean/101243.txt,1
html_clean/025355.txt,0
html_clean/025902.txt,0
html_clean/010426.txt,0
html_clean/133583.txt,1
html_clean/029794.txt,0
html_clean/119655.txt,1
html_clean/022154.txt,0
html_clean/110225.txt,1
html_clean/121014.txt,1
html_clean/121673.txt,1
html_clean/003783.txt,0
html_clean/106306.txt,1
html_clean/004789.txt,0
html_clean/016748.txt,0
html_clean/125327.txt,1
html_clean/108266.txt,1
html_clean/139548.txt,1
html_clean/014805.txt,0
html_clean/148556.txt,1
html_clean/022023.txt,0
html_clean/072938.txt,0
html_clean/141282.txt,1
html_clean/021757.txt,0
html_clean/058834.txt,0
html_clean/118494.txt,1
html_clean/124388.txt,1
html_clean/124661.txt,1
html_clean/006587.txt,0
html_clean/117913.txt,1
html_clean/110842.txt,1
html_clean/136521.txt,1
html_clean/027993.txt,0
html_clean/119232.txt,1
html_clean/085048.txt,0
html_clean/118365.txt,1
html_clean/005319.txt,0
html_clean/095609.txt,0
html_clean/020092.txt,0
html_clean/075753.txt,0
html_clean/033561.txt,0
html_clean/075113.txt,0
html_clean/122774.txt,1
html_clean/108672.txt,1
html_clean/030807.txt,0
html_clean/125803.txt,1
html_clean/088243.txt,0
html_clean/049235.txt,0
html_clean/140647.txt,1
html_clean/033875.txt,0
html_clean/006684.txt,0
html_clean/073866.txt,0
html_clean/029949.txt,0
html_clean/001383.txt,0
html_clean/020288.txt,0
html_clean/137233.txt,1
html_clean/034158.txt,0
html_clean/016441.txt,0
html_clean/130773.txt,1
html_clean/010639.txt,0
html_clean/024032.txt,0
html_clean/014301.txt,0
html_clean/015322.txt,0
html_clean/135187.txt,1
html_clean/125001.txt,1
html_clean/143632.txt,1
html_clean/142471.txt,1
html_clean/028687.txt,0
html_clean/033483.txt,0
html_clean/115480.txt,1
html_clean/076988.txt,0
html_clean/022547.txt,0
html_clean/134007.txt,1
html_clean/132927.txt,1
html_clean/136213.txt,1
html_clean/115947.txt,1
html_clean/048194.txt,0
html_clean/132976.txt,1
html_clean/119788.txt,1
html_clean/045785.txt,0
html_clean/060888.txt,0
html_clean/092481.txt,0
html_clean/125317.txt,1
html_clean/145727.txt,1
html_clean/110798.txt,1
html_clean/115434.txt,1
html_clean/143010.txt,1
html_clean/111085.txt,1
html_clean/022525.txt,0
html_clean/037629.txt,0
html_clean/103201.txt,1
html_clean/048719.txt,0
html_clean/146254.txt,1
html_clean/117220.txt,1
html_clean/007433.txt,0
html_clean/026656.txt,0
html_clean/026125.txt,0
html_clean/111129.txt,1
html_clean/018642.txt,0
html_clean/020803.txt,0
html_clean/148932.txt,1
html_clean/119827.txt,1
html_clean/045340.txt,0
html_clean/061417.txt,0
html_clean/144672.txt,1
html_clean/008438.txt,0
html_clean/130099.txt,1
html_clean/007334.txt,0
html_clean/137114.txt,1
html_clean/020937.txt,0
html_clean/107595.txt,1
html_clean/024333.txt,0
html_clean/034870.txt,0
html_clean/126366.txt,1
html_clean/117477.txt,1
html_clean/056173.txt,0
html_clean/050302.txt,0
html_clean/017694.txt,0
html_clean/135971.txt,1
html_clean/131550.txt,1
